"Time","{application=""FEEDSERVICE"", method=""GET"", uri=""/feeds/{userId}""}","{application=""GATEWAY"", method=""GET"", uri=""UNKNOWN""}","{application=""GATEWAY"", method=""POST"", uri=""UNKNOWN""}","{application=""GATEWAY"", method=""PUT"", uri=""NOT_FOUND""}","{application=""GATEWAY"", method=""PUT"", uri=""UNKNOWN""}","{application=""NOTIFICATIONSERVICE"", method=""GET"", uri=""/notifications""}","{application=""NOTIFICATIONSERVICE"", method=""POST"", uri=""/notifications/count""}","{application=""NOTIFICATIONSERVICE"", method=""POST"", uri=""/notifications/{id}""}","{application=""POSTSERVICE"", method=""GET"", uri=""/categories""}","{application=""POSTSERVICE"", method=""GET"", uri=""/posts""}","{application=""POSTSERVICE"", method=""GET"", uri=""/posts/{id}""}","{application=""POSTSERVICE"", method=""GET"", uri=""/posts/{id}/image""}","{application=""POSTSERVICE"", method=""POST"", uri=""/posts""}","{application=""POSTSERVICE"", method=""POST"", uri=""/posts/{id}/comments""}","{application=""POSTSERVICE"", method=""POST"", uri=""/posts/{id}/like""}","{application=""USERSERVICE"", method=""GET"", uri=""/users/{id}""}","{application=""USERSERVICE"", method=""GET"", uri=""/users/{id}/followers""}","{application=""USERSERVICE"", method=""POST"", uri=""/error""}","{application=""USERSERVICE"", method=""POST"", uri=""/users""}","{application=""USERSERVICE"", method=""POST"", uri=""/users/search""}","{application=""USERSERVICE"", method=""PUT"", uri=""/error""}","{application=""USERSERVICE"", method=""PUT"", uri=""/users/{id}""}","{application=""USERSERVICE"", method=""PUT"", uri=""/users/{id}/follow""}"
2024-08-10 17:48:40,27.8 ms,18.6 ms,27.3 ms,4.86 ms,20.2 ms,8.33 ms,8.10 ms,16.0 ms,3.16 ms,10.3 ms,3.52 ms,9.75 ms,58.5 ms,39.5 ms,27.4 ms,3.44 ms,24.4 ms,5.13 ms,15.8 ms,12.4 ms,8.71 ms,17.7 ms,17.8 ms
2024-08-10 17:48:45,27.7 ms,18.6 ms,27.3 ms,4.86 ms,20.2 ms,8.33 ms,8.10 ms,16.0 ms,3.16 ms,10.3 ms,3.52 ms,9.75 ms,58.5 ms,39.5 ms,27.4 ms,3.41 ms,24.5 ms,5.08 ms,15.6 ms,12.4 ms,8.42 ms,17.8 ms,17.9 ms
2024-08-10 17:48:50,27.7 ms,18.4 ms,27.4 ms,2.77 ms,20.2 ms,8.42 ms,8.24 ms,15.9 ms,3.17 ms,10.5 ms,3.54 ms,9.79 ms,57.6 ms,39.8 ms,28.0 ms,3.41 ms,24.5 ms,5.08 ms,15.6 ms,12.4 ms,8.42 ms,17.8 ms,17.9 ms
2024-08-10 17:48:55,27.0 ms,18.2 ms,27.5 ms,2.77 ms,20.1 ms,8.51 ms,8.37 ms,15.7 ms,3.17 ms,10.6 ms,3.53 ms,9.70 ms,58.5 ms,40.2 ms,28.2 ms,3.41 ms,24.6 ms,5.08 ms,15.6 ms,12.5 ms,8.44 ms,17.9 ms,18.0 ms
2024-08-10 17:49:00,26.7 ms,18.2 ms,27.5 ms,2.77 ms,20.1 ms,8.51 ms,8.37 ms,15.7 ms,3.17 ms,10.6 ms,3.53 ms,9.70 ms,58.5 ms,40.2 ms,28.2 ms,3.37 ms,24.8 ms,5.07 ms,15.6 ms,12.4 ms,8.19 ms,18.0 ms,17.9 ms
2024-08-10 17:49:05,26.7 ms,18.2 ms,27.7 ms,2.77 ms,20.2 ms,8.59 ms,8.43 ms,15.7 ms,3.17 ms,10.7 ms,3.53 ms,9.69 ms,58.3 ms,40.2 ms,28.2 ms,3.37 ms,24.8 ms,5.07 ms,15.6 ms,12.4 ms,8.19 ms,18.0 ms,17.9 ms
2024-08-10 17:49:10,26.6 ms,18.1 ms,27.6 ms,2.77 ms,20.3 ms,8.64 ms,8.48 ms,15.6 ms,3.16 ms,10.7 ms,3.52 ms,9.63 ms,58.0 ms,40.3 ms,28.1 ms,3.37 ms,24.9 ms,5.21 ms,15.9 ms,12.4 ms,8.16 ms,18.1 ms,18.1 ms
2024-08-10 17:49:15,26.4 ms,18.1 ms,27.6 ms,2.77 ms,20.3 ms,8.64 ms,8.48 ms,15.6 ms,3.16 ms,10.7 ms,3.52 ms,9.63 ms,58.0 ms,40.3 ms,28.1 ms,3.36 ms,24.9 ms,5.14 ms,15.9 ms,12.2 ms,8.08 ms,18.1 ms,18.3 ms
2024-08-10 17:49:20,26.4 ms,18.2 ms,27.6 ms,2.77 ms,20.6 ms,8.72 ms,8.60 ms,15.7 ms,3.16 ms,10.8 ms,3.52 ms,9.63 ms,57.7 ms,39.3 ms,28.2 ms,3.36 ms,24.9 ms,5.14 ms,15.9 ms,12.2 ms,8.08 ms,18.1 ms,18.3 ms
2024-08-10 17:49:25,26.5 ms,18.2 ms,27.5 ms,2.77 ms,20.7 ms,8.85 ms,8.69 ms,15.6 ms,3.17 ms,11.0 ms,3.52 ms,9.62 ms,57.5 ms,38.8 ms,28.3 ms,3.36 ms,24.9 ms,5.13 ms,16.1 ms,12.3 ms,8.04 ms,18.2 ms,18.5 ms
2024-08-10 17:49:30,26.5 ms,18.2 ms,27.5 ms,2.77 ms,20.7 ms,8.85 ms,8.69 ms,15.6 ms,3.17 ms,11.0 ms,3.52 ms,9.62 ms,57.5 ms,38.8 ms,28.3 ms,3.32 ms,25.0 ms,5.03 ms,16.0 ms,12.2 ms,7.97 ms,18.3 ms,18.6 ms
2024-08-10 17:49:35,26.5 ms,18.3 ms,27.6 ms,2.77 ms,20.8 ms,8.94 ms,8.80 ms,15.7 ms,3.17 ms,11.1 ms,3.53 ms,9.65 ms,57.9 ms,39.7 ms,28.3 ms,3.32 ms,25.0 ms,5.03 ms,16.0 ms,12.2 ms,7.97 ms,18.3 ms,18.6 ms
2024-08-10 17:49:40,26.6 ms,18.3 ms,28.0 ms,2.77 ms,20.9 ms,9.05 ms,8.87 ms,15.9 ms,3.19 ms,11.3 ms,3.53 ms,9.67 ms,59.0 ms,39.7 ms,28.6 ms,3.32 ms,25.0 ms,4.99 ms,16.2 ms,12.4 ms,7.83 ms,18.5 ms,18.8 ms
2024-08-10 17:49:45,26.5 ms,18.3 ms,28.0 ms,2.77 ms,20.9 ms,9.05 ms,8.87 ms,15.9 ms,3.19 ms,11.3 ms,3.53 ms,9.67 ms,59.0 ms,39.7 ms,28.6 ms,3.30 ms,24.9 ms,4.62 ms,16.4 ms,12.3 ms,7.71 ms,18.7 ms,18.8 ms
2024-08-10 17:49:50,26.5 ms,18.3 ms,28.1 ms,2.77 ms,21.0 ms,9.17 ms,8.97 ms,16.1 ms,3.18 ms,11.4 ms,3.52 ms,9.64 ms,58.3 ms,40.5 ms,28.8 ms,3.30 ms,24.9 ms,4.62 ms,16.4 ms,12.3 ms,7.71 ms,18.7 ms,18.8 ms
2024-08-10 17:49:55,26.5 ms,18.3 ms,28.1 ms,2.77 ms,21.1 ms,9.25 ms,9.05 ms,15.9 ms,3.18 ms,11.5 ms,3.52 ms,9.61 ms,58.1 ms,40.9 ms,28.7 ms,3.31 ms,25.0 ms,4.68 ms,16.5 ms,12.5 ms,7.77 ms,18.8 ms,19.0 ms
2024-08-10 17:50:00,26.4 ms,18.3 ms,28.1 ms,2.77 ms,21.1 ms,9.25 ms,9.05 ms,15.9 ms,3.18 ms,11.5 ms,3.52 ms,9.61 ms,58.1 ms,40.9 ms,28.7 ms,3.27 ms,25.1 ms,4.58 ms,16.4 ms,12.5 ms,7.63 ms,18.7 ms,19.0 ms
2024-08-10 17:50:05,26.4 ms,18.3 ms,28.2 ms,2.77 ms,21.1 ms,9.33 ms,9.15 ms,16.0 ms,3.19 ms,11.5 ms,3.54 ms,9.68 ms,58.2 ms,41.0 ms,29.0 ms,3.27 ms,25.1 ms,4.58 ms,16.4 ms,12.5 ms,7.63 ms,18.7 ms,19.0 ms
2024-08-10 17:50:10,26.6 ms,18.3 ms,28.3 ms,2.77 ms,21.1 ms,9.44 ms,9.30 ms,16.1 ms,3.20 ms,11.6 ms,3.54 ms,9.64 ms,58.4 ms,41.6 ms,29.2 ms,3.33 ms,25.1 ms,4.56 ms,16.4 ms,12.5 ms,7.61 ms,18.6 ms,19.0 ms
2024-08-10 17:50:15,26.7 ms,18.3 ms,28.3 ms,2.77 ms,21.1 ms,9.44 ms,9.30 ms,16.1 ms,3.20 ms,11.6 ms,3.54 ms,9.64 ms,58.4 ms,41.6 ms,29.2 ms,3.31 ms,25.1 ms,4.56 ms,16.3 ms,12.5 ms,7.54 ms,18.5 ms,19.0 ms
2024-08-10 17:50:20,26.7 ms,18.3 ms,28.3 ms,2.77 ms,21.1 ms,9.53 ms,9.38 ms,16.0 ms,3.20 ms,11.7 ms,3.54 ms,9.71 ms,58.4 ms,41.4 ms,29.4 ms,3.31 ms,25.1 ms,4.56 ms,16.3 ms,12.5 ms,7.54 ms,18.5 ms,19.0 ms
2024-08-10 17:50:25,26.8 ms,18.3 ms,28.4 ms,2.77 ms,21.2 ms,9.63 ms,9.45 ms,15.9 ms,3.20 ms,11.8 ms,3.53 ms,9.71 ms,58.3 ms,41.8 ms,29.5 ms,3.34 ms,25.3 ms,4.61 ms,16.3 ms,12.4 ms,7.48 ms,18.7 ms,19.2 ms
2024-08-10 17:50:30,26.7 ms,18.3 ms,28.4 ms,2.77 ms,21.2 ms,9.63 ms,9.45 ms,15.9 ms,3.20 ms,11.8 ms,3.53 ms,9.71 ms,58.3 ms,41.8 ms,29.5 ms,3.32 ms,25.4 ms,4.65 ms,16.6 ms,12.4 ms,7.41 ms,18.7 ms,19.3 ms
2024-08-10 17:50:35,26.7 ms,18.4 ms,28.4 ms,2.77 ms,21.3 ms,9.76 ms,9.55 ms,16.1 ms,3.22 ms,11.9 ms,3.53 ms,9.73 ms,58.6 ms,41.9 ms,29.8 ms,3.32 ms,25.4 ms,4.65 ms,16.6 ms,12.4 ms,7.41 ms,18.7 ms,19.3 ms
2024-08-10 17:50:40,26.7 ms,18.4 ms,28.7 ms,2.77 ms,21.3 ms,9.91 ms,9.67 ms,16.2 ms,3.23 ms,12.0 ms,3.54 ms,9.74 ms,58.7 ms,42.4 ms,30.0 ms,3.33 ms,25.4 ms,4.68 ms,16.6 ms,12.3 ms,7.44 ms,18.7 ms,19.3 ms
2024-08-10 17:50:45,26.7 ms,18.4 ms,28.7 ms,2.77 ms,21.3 ms,9.91 ms,9.67 ms,16.2 ms,3.23 ms,12.0 ms,3.54 ms,9.74 ms,58.7 ms,42.4 ms,30.0 ms,3.30 ms,25.3 ms,4.58 ms,16.5 ms,12.3 ms,7.35 ms,18.7 ms,19.3 ms
2024-08-10 17:50:50,26.7 ms,18.5 ms,28.7 ms,2.77 ms,21.3 ms,10.0 ms,9.78 ms,16.2 ms,3.23 ms,12.1 ms,3.53 ms,9.77 ms,58.7 ms,42.8 ms,30.1 ms,3.30 ms,25.3 ms,4.58 ms,16.5 ms,12.3 ms,7.35 ms,18.7 ms,19.3 ms
2024-08-10 17:50:55,26.7 ms,18.5 ms,28.9 ms,2.77 ms,21.3 ms,10.1 ms,9.86 ms,16.2 ms,3.23 ms,12.3 ms,3.54 ms,9.77 ms,58.9 ms,42.8 ms,30.2 ms,3.30 ms,25.3 ms,4.55 ms,16.5 ms,12.3 ms,7.35 ms,18.5 ms,19.3 ms
2024-08-10 17:51:00,26.6 ms,18.5 ms,28.9 ms,2.77 ms,21.3 ms,10.1 ms,9.86 ms,16.2 ms,3.23 ms,12.3 ms,3.54 ms,9.77 ms,58.9 ms,42.8 ms,30.2 ms,3.27 ms,25.2 ms,4.58 ms,16.5 ms,12.3 ms,7.30 ms,18.4 ms,19.3 ms
2024-08-10 17:51:05,26.6 ms,18.5 ms,29.0 ms,2.77 ms,21.3 ms,10.2 ms,9.92 ms,16.2 ms,3.23 ms,12.4 ms,3.53 ms,9.77 ms,58.9 ms,43.0 ms,30.4 ms,3.27 ms,25.2 ms,4.58 ms,16.5 ms,12.3 ms,7.30 ms,18.4 ms,19.3 ms
2024-08-10 17:51:10,26.4 ms,18.4 ms,29.0 ms,2.77 ms,21.3 ms,10.2 ms,9.96 ms,16.2 ms,3.21 ms,12.4 ms,3.52 ms,9.74 ms,58.8 ms,43.1 ms,30.6 ms,3.27 ms,25.2 ms,4.59 ms,16.5 ms,12.2 ms,7.25 ms,18.4 ms,19.3 ms
2024-08-10 17:51:15,26.3 ms,18.4 ms,29.0 ms,2.77 ms,21.3 ms,10.2 ms,9.96 ms,16.2 ms,3.21 ms,12.4 ms,3.52 ms,9.74 ms,58.8 ms,43.1 ms,30.6 ms,3.25 ms,25.2 ms,4.57 ms,16.5 ms,12.1 ms,7.28 ms,18.4 ms,19.3 ms
2024-08-10 17:51:20,26.3 ms,18.4 ms,28.9 ms,2.77 ms,21.3 ms,10.3 ms,10.1 ms,16.2 ms,3.21 ms,12.5 ms,3.52 ms,9.76 ms,58.4 ms,43.0 ms,30.6 ms,3.25 ms,25.2 ms,4.57 ms,16.5 ms,12.1 ms,7.28 ms,18.4 ms,19.3 ms
2024-08-10 17:51:25,26.3 ms,18.4 ms,29.0 ms,2.77 ms,21.4 ms,10.4 ms,10.2 ms,16.4 ms,3.22 ms,12.6 ms,3.53 ms,9.75 ms,58.7 ms,42.7 ms,30.7 ms,3.25 ms,25.2 ms,4.57 ms,16.7 ms,12.3 ms,7.34 ms,18.4 ms,19.4 ms
2024-08-10 17:51:30,26.4 ms,18.4 ms,29.0 ms,2.77 ms,21.4 ms,10.4 ms,10.2 ms,16.4 ms,3.22 ms,12.6 ms,3.53 ms,9.75 ms,58.7 ms,42.7 ms,30.7 ms,3.22 ms,25.3 ms,4.55 ms,16.7 ms,12.2 ms,7.21 ms,18.4 ms,19.5 ms
2024-08-10 17:51:35,26.4 ms,18.4 ms,29.3 ms,2.77 ms,21.5 ms,10.5 ms,10.3 ms,16.6 ms,3.21 ms,12.7 ms,3.54 ms,9.75 ms,59.5 ms,43.3 ms,31.1 ms,3.22 ms,25.3 ms,4.55 ms,16.7 ms,12.2 ms,7.21 ms,18.4 ms,19.5 ms
2024-08-10 17:51:40,26.4 ms,18.5 ms,29.5 ms,2.77 ms,21.5 ms,10.6 ms,10.4 ms,16.7 ms,3.21 ms,12.8 ms,3.54 ms,9.75 ms,60.0 ms,43.1 ms,31.7 ms,3.23 ms,25.4 ms,4.50 ms,16.6 ms,12.3 ms,7.24 ms,18.6 ms,19.5 ms
2024-08-10 17:51:45,26.4 ms,18.5 ms,29.5 ms,2.77 ms,21.5 ms,10.6 ms,10.4 ms,16.7 ms,3.21 ms,12.8 ms,3.54 ms,9.75 ms,60.0 ms,43.1 ms,31.7 ms,3.23 ms,25.4 ms,4.46 ms,16.7 ms,12.2 ms,7.19 ms,18.5 ms,19.5 ms
2024-08-10 17:51:50,26.4 ms,18.5 ms,29.5 ms,2.77 ms,21.4 ms,10.6 ms,10.4 ms,16.9 ms,3.21 ms,12.8 ms,3.53 ms,9.76 ms,60.2 ms,43.4 ms,31.9 ms,3.23 ms,25.4 ms,4.46 ms,16.7 ms,12.2 ms,7.19 ms,18.5 ms,19.5 ms
2024-08-10 17:51:55,26.3 ms,18.5 ms,29.6 ms,2.77 ms,21.5 ms,10.8 ms,10.5 ms,17.0 ms,3.21 ms,13.0 ms,3.53 ms,9.70 ms,60.3 ms,43.5 ms,32.2 ms,3.25 ms,25.5 ms,4.50 ms,16.6 ms,12.4 ms,7.21 ms,18.5 ms,19.5 ms
2024-08-10 17:52:00,26.4 ms,18.5 ms,29.6 ms,2.77 ms,21.5 ms,10.8 ms,10.5 ms,17.0 ms,3.21 ms,13.0 ms,3.53 ms,9.70 ms,60.3 ms,43.5 ms,32.2 ms,3.24 ms,25.8 ms,4.53 ms,16.6 ms,12.3 ms,7.09 ms,18.5 ms,19.5 ms
2024-08-10 17:52:05,26.4 ms,18.6 ms,29.8 ms,2.77 ms,21.5 ms,10.9 ms,10.7 ms,17.2 ms,3.21 ms,13.0 ms,3.52 ms,9.70 ms,60.6 ms,43.9 ms,32.5 ms,3.24 ms,25.8 ms,4.53 ms,16.6 ms,12.3 ms,7.09 ms,18.5 ms,19.5 ms
2024-08-10 17:52:10,26.5 ms,18.6 ms,30.0 ms,2.77 ms,21.6 ms,11.0 ms,10.8 ms,17.3 ms,3.21 ms,13.1 ms,3.53 ms,9.72 ms,61.0 ms,44.1 ms,32.9 ms,3.26 ms,26.0 ms,4.52 ms,16.7 ms,12.3 ms,7.09 ms,18.5 ms,19.6 ms
2024-08-10 17:52:15,26.5 ms,18.6 ms,30.0 ms,2.77 ms,21.6 ms,11.0 ms,10.8 ms,17.3 ms,3.21 ms,13.1 ms,3.53 ms,9.72 ms,61.0 ms,44.1 ms,32.9 ms,3.26 ms,26.2 ms,5.05 ms,16.7 ms,12.3 ms,6.99 ms,18.4 ms,19.7 ms
2024-08-10 17:52:20,26.5 ms,18.6 ms,30.0 ms,2.77 ms,21.7 ms,11.1 ms,10.9 ms,17.3 ms,3.20 ms,13.1 ms,3.52 ms,9.70 ms,61.1 ms,44.2 ms,33.1 ms,3.26 ms,26.2 ms,5.05 ms,16.7 ms,12.3 ms,6.99 ms,18.4 ms,19.7 ms
2024-08-10 17:52:25,26.6 ms,18.7 ms,30.2 ms,2.77 ms,21.7 ms,11.2 ms,11.0 ms,17.4 ms,3.21 ms,13.2 ms,3.52 ms,9.69 ms,61.9 ms,44.4 ms,33.4 ms,3.27 ms,26.3 ms,5.08 ms,16.7 ms,12.3 ms,7.03 ms,18.6 ms,19.8 ms
2024-08-10 17:52:30,26.6 ms,18.7 ms,30.2 ms,2.77 ms,21.7 ms,11.2 ms,11.0 ms,17.4 ms,3.21 ms,13.2 ms,3.52 ms,9.69 ms,61.9 ms,44.4 ms,33.4 ms,3.26 ms,26.4 ms,5.04 ms,16.7 ms,12.3 ms,6.92 ms,18.6 ms,19.8 ms
2024-08-10 17:52:35,26.6 ms,18.7 ms,30.5 ms,2.77 ms,21.7 ms,11.3 ms,11.1 ms,17.3 ms,3.21 ms,13.4 ms,3.52 ms,9.67 ms,61.9 ms,44.7 ms,33.7 ms,3.26 ms,26.4 ms,5.04 ms,16.7 ms,12.3 ms,6.92 ms,18.6 ms,19.8 ms
2024-08-10 17:52:40,26.3 ms,18.7 ms,30.5 ms,2.77 ms,21.7 ms,11.4 ms,11.2 ms,17.6 ms,3.21 ms,13.4 ms,3.53 ms,9.67 ms,61.9 ms,44.9 ms,33.9 ms,3.26 ms,26.6 ms,5.04 ms,16.6 ms,12.4 ms,6.94 ms,18.5 ms,19.7 ms
2024-08-10 17:52:45,26.4 ms,18.7 ms,30.5 ms,2.77 ms,21.7 ms,11.4 ms,11.2 ms,17.6 ms,3.21 ms,13.4 ms,3.53 ms,9.67 ms,61.9 ms,44.9 ms,33.9 ms,3.26 ms,26.8 ms,4.96 ms,16.5 ms,12.4 ms,6.83 ms,18.5 ms,19.7 ms
2024-08-10 17:52:50,26.4 ms,18.8 ms,30.6 ms,2.77 ms,21.6 ms,11.4 ms,11.2 ms,17.5 ms,3.21 ms,13.4 ms,3.52 ms,9.67 ms,61.6 ms,45.9 ms,34.2 ms,3.26 ms,26.8 ms,4.96 ms,16.5 ms,12.4 ms,6.83 ms,18.5 ms,19.7 ms
2024-08-10 17:52:55,26.4 ms,18.7 ms,30.7 ms,2.77 ms,21.5 ms,11.5 ms,11.3 ms,17.5 ms,3.20 ms,13.5 ms,3.52 ms,9.65 ms,62.0 ms,46.1 ms,34.4 ms,3.23 ms,26.9 ms,4.92 ms,16.4 ms,12.3 ms,6.84 ms,18.4 ms,19.7 ms
2024-08-10 17:53:00,26.4 ms,18.7 ms,30.7 ms,2.77 ms,21.5 ms,11.5 ms,11.3 ms,17.5 ms,3.20 ms,13.5 ms,3.52 ms,9.65 ms,62.0 ms,46.1 ms,34.4 ms,3.22 ms,27.1 ms,4.92 ms,16.3 ms,12.2 ms,6.80 ms,18.1 ms,19.6 ms
2024-08-10 17:53:05,26.4 ms,18.8 ms,30.9 ms,NaN,21.5 ms,11.6 ms,11.4 ms,17.7 ms,3.20 ms,13.6 ms,3.53 ms,9.65 ms,62.4 ms,46.5 ms,34.6 ms,3.22 ms,27.1 ms,4.92 ms,16.3 ms,12.2 ms,6.80 ms,18.1 ms,19.6 ms
2024-08-10 17:53:10,26.4 ms,18.8 ms,31.0 ms,NaN,21.4 ms,11.7 ms,11.4 ms,17.9 ms,3.21 ms,13.7 ms,3.52 ms,9.64 ms,62.3 ms,46.5 ms,34.9 ms,3.22 ms,27.4 ms,4.94 ms,16.1 ms,12.3 ms,6.74 ms,18.1 ms,19.5 ms
2024-08-10 17:53:15,26.4 ms,18.8 ms,31.0 ms,NaN,21.4 ms,11.7 ms,11.4 ms,17.9 ms,3.21 ms,13.7 ms,3.52 ms,9.64 ms,62.3 ms,46.5 ms,34.9 ms,3.21 ms,27.6 ms,4.91 ms,16.0 ms,12.2 ms,5.66 ms,17.9 ms,19.5 ms
2024-08-10 17:53:20,26.4 ms,18.9 ms,30.9 ms,NaN,21.2 ms,11.8 ms,11.6 ms,18.3 ms,3.21 ms,13.9 ms,3.53 ms,9.69 ms,62.4 ms,46.5 ms,35.1 ms,3.21 ms,27.6 ms,4.91 ms,16.0 ms,12.2 ms,5.66 ms,17.9 ms,19.5 ms
2024-08-10 17:53:25,26.6 ms,18.9 ms,31.1 ms,NaN,21.2 ms,12.0 ms,11.7 ms,18.1 ms,3.20 ms,14.0 ms,3.56 ms,9.68 ms,62.9 ms,47.0 ms,35.3 ms,3.20 ms,27.5 ms,4.89 ms,16.0 ms,12.0 ms,5.72 ms,17.6 ms,19.4 ms
2024-08-10 17:53:30,26.8 ms,18.9 ms,31.1 ms,NaN,21.2 ms,12.0 ms,11.7 ms,18.1 ms,3.20 ms,14.0 ms,3.56 ms,9.68 ms,62.9 ms,47.0 ms,35.3 ms,3.19 ms,27.6 ms,4.91 ms,16.0 ms,12.0 ms,5.70 ms,17.4 ms,19.3 ms
2024-08-10 17:53:35,26.8 ms,18.9 ms,31.2 ms,NaN,21.1 ms,12.1 ms,11.8 ms,18.3 ms,3.19 ms,14.0 ms,3.54 ms,9.69 ms,63.3 ms,46.8 ms,35.4 ms,3.19 ms,27.6 ms,4.91 ms,16.0 ms,12.0 ms,5.70 ms,17.4 ms,19.3 ms
2024-08-10 17:53:40,26.8 ms,19.0 ms,31.3 ms,NaN,21.1 ms,12.2 ms,11.9 ms,18.2 ms,3.19 ms,14.1 ms,3.53 ms,9.73 ms,63.0 ms,47.5 ms,35.7 ms,3.20 ms,27.8 ms,4.91 ms,16.1 ms,12.0 ms,5.64 ms,17.4 ms,19.3 ms
2024-08-10 17:53:45,26.8 ms,19.0 ms,31.3 ms,NaN,21.1 ms,12.2 ms,11.9 ms,18.2 ms,3.19 ms,14.1 ms,3.53 ms,9.73 ms,63.0 ms,47.5 ms,35.7 ms,3.18 ms,27.8 ms,4.85 ms,16.2 ms,12.0 ms,5.71 ms,17.2 ms,19.4 ms
2024-08-10 17:53:50,26.8 ms,19.2 ms,31.2 ms,NaN,21.3 ms,12.3 ms,12.0 ms,18.3 ms,3.18 ms,14.1 ms,3.51 ms,9.73 ms,63.2 ms,47.6 ms,35.6 ms,3.18 ms,27.8 ms,4.85 ms,16.2 ms,12.0 ms,5.71 ms,17.2 ms,19.4 ms
2024-08-10 17:53:55,26.9 ms,19.2 ms,31.3 ms,NaN,21.3 ms,12.3 ms,12.1 ms,18.4 ms,3.18 ms,14.2 ms,3.52 ms,9.75 ms,63.3 ms,47.7 ms,35.8 ms,3.18 ms,27.9 ms,4.79 ms,16.1 ms,12.0 ms,5.71 ms,17.6 ms,19.4 ms
2024-08-10 17:54:00,27.0 ms,19.2 ms,31.3 ms,NaN,21.3 ms,12.3 ms,12.1 ms,18.4 ms,3.18 ms,14.2 ms,3.52 ms,9.75 ms,63.3 ms,47.7 ms,35.8 ms,3.17 ms,28.1 ms,4.86 ms,16.1 ms,12.1 ms,5.69 ms,17.6 ms,19.4 ms
2024-08-10 17:54:05,27.0 ms,19.2 ms,31.4 ms,NaN,21.2 ms,12.4 ms,12.1 ms,18.5 ms,3.17 ms,14.2 ms,3.51 ms,9.75 ms,63.4 ms,48.0 ms,36.1 ms,3.17 ms,28.1 ms,4.86 ms,16.1 ms,12.1 ms,5.69 ms,17.6 ms,19.4 ms
2024-08-10 17:54:10,26.8 ms,19.2 ms,31.5 ms,NaN,21.0 ms,12.4 ms,12.2 ms,18.6 ms,3.15 ms,14.2 ms,3.50 ms,9.69 ms,63.7 ms,48.1 ms,36.2 ms,3.17 ms,28.3 ms,4.83 ms,16.0 ms,12.2 ms,5.68 ms,17.6 ms,19.3 ms
2024-08-10 17:54:15,26.8 ms,19.2 ms,31.5 ms,NaN,21.0 ms,12.4 ms,12.2 ms,18.6 ms,3.15 ms,14.2 ms,3.50 ms,9.69 ms,63.7 ms,48.1 ms,36.2 ms,3.19 ms,28.4 ms,4.78 ms,16.0 ms,12.3 ms,5.67 ms,17.8 ms,19.3 ms
2024-08-10 17:54:20,26.8 ms,19.2 ms,31.4 ms,NaN,21.1 ms,12.4 ms,12.2 ms,18.6 ms,3.15 ms,14.2 ms,3.49 ms,9.65 ms,63.7 ms,47.5 ms,36.2 ms,3.19 ms,28.4 ms,4.78 ms,16.0 ms,12.3 ms,5.67 ms,17.8 ms,19.3 ms
2024-08-10 17:54:25,26.8 ms,19.2 ms,31.3 ms,NaN,21.3 ms,12.5 ms,12.3 ms,18.5 ms,3.13 ms,14.2 ms,3.47 ms,9.59 ms,63.0 ms,47.5 ms,36.1 ms,3.19 ms,28.6 ms,4.83 ms,16.1 ms,12.4 ms,5.70 ms,17.8 ms,19.4 ms
2024-08-10 17:54:30,26.9 ms,19.2 ms,31.3 ms,NaN,21.3 ms,12.5 ms,12.3 ms,18.5 ms,3.13 ms,14.2 ms,3.47 ms,9.59 ms,63.0 ms,47.5 ms,36.1 ms,3.21 ms,28.9 ms,4.83 ms,15.9 ms,12.5 ms,5.69 ms,17.7 ms,19.4 ms
2024-08-10 17:54:35,26.9 ms,19.3 ms,31.4 ms,NaN,21.2 ms,12.5 ms,12.4 ms,18.5 ms,3.13 ms,14.2 ms,3.46 ms,9.62 ms,63.3 ms,47.6 ms,36.1 ms,3.21 ms,28.9 ms,4.83 ms,15.9 ms,12.5 ms,5.69 ms,17.7 ms,19.4 ms
2024-08-10 17:54:40,26.9 ms,19.3 ms,31.5 ms,NaN,21.2 ms,12.6 ms,12.4 ms,18.9 ms,3.12 ms,14.3 ms,3.44 ms,9.61 ms,63.6 ms,47.4 ms,36.2 ms,3.20 ms,28.9 ms,4.82 ms,15.8 ms,12.5 ms,5.74 ms,17.6 ms,19.4 ms
2024-08-10 17:54:45,26.9 ms,19.3 ms,31.5 ms,NaN,21.2 ms,12.6 ms,12.4 ms,18.9 ms,3.12 ms,14.3 ms,3.44 ms,9.61 ms,63.6 ms,47.4 ms,36.2 ms,3.22 ms,29.0 ms,4.86 ms,15.8 ms,12.5 ms,5.67 ms,17.6 ms,19.3 ms
2024-08-10 17:54:50,26.9 ms,19.3 ms,31.4 ms,NaN,21.1 ms,12.7 ms,12.5 ms,18.7 ms,3.10 ms,14.3 ms,3.42 ms,9.54 ms,63.8 ms,47.6 ms,36.0 ms,3.22 ms,29.0 ms,4.86 ms,15.8 ms,12.5 ms,5.67 ms,17.6 ms,19.3 ms
2024-08-10 17:54:55,26.7 ms,19.4 ms,31.4 ms,NaN,21.3 ms,12.8 ms,12.5 ms,18.7 ms,3.09 ms,14.4 ms,3.40 ms,9.53 ms,63.6 ms,47.5 ms,36.0 ms,3.17 ms,29.1 ms,4.85 ms,16.2 ms,12.5 ms,5.78 ms,17.8 ms,19.4 ms
